CustomerID,CustomerName,City,Age,MembershipType
C257,Neha Kapoor,Pune,63,Regular
C258,Aditya Malhotra,Hyderabad,39,Regular
C259,Aditya Das,Mumbai,24,Gold
C260,Vikram Iyer,Bangalore,65,Regular
C261,Rishabh Patel,Mumbai,44,Silver
C262,Rishabh Patel,Bangalore,20,Silver
C263,Kiara Bhat,Bangalore,63,Silver
C264,Priya Verma,Pune,39,Regular
C265,Aditya Kumar,Mumbai,37,Silver
C266,Karan Nair,Kolkata,28,Regular
C267,Karan Singh,Bangalore,26,Regular
C268,Rohan Das,Bangalore,43,Silver
C269,Aditya Nair,Indore,61,Silver
C270,Anjali Singh,Pune,56,Regular
C271,Arjun Das,Chennai,50,Regular
C272,Amit Choudhary,Ahmedabad,19,Platinum
C273,Priya Choudhary,Bhopal,36,Silver
C274,Sneha Singh,Bhopal,22,Silver
C275,Kiara Sharma,Delhi,58,Silver
C276,Pooja Choudhary,Bangalore,30,Platinum
C277,Rohan Nair,Ahmedabad,63,Gold
C278,Neha Das,Bangalore,62,Silver
C279,Rohan Singh,Bangalore,22,Silver
C280,Priya Patel,Ahmedabad,57,Regular
C281,Priya Nair,Bhopal,65,Silver
C282,Varun Das,Hyderabad,49,Silver
C283,Sneha Reddy,Hyderabad,24,Regular
C284,Tara Sharma,Kolkata,35,Gold
C285,Vikram Singh,Pune,36,Regular
C286,Meera Gupta,Pune,62,Silver
C287,Neha Bhat,Mumbai,63,Silver
C288,Nisha Kapoor,Kolkata,41,Regular
C289,Priya Sharma,Mumbai,20,Regular
C290,Sneha Sharma,Mumbai,25,Regular
C291,Amit Das,Hyderabad,44,Regular
C292,Rishabh Choudhary,Ahmedabad,63,Regular
C293,Varun Choudhary,Bangalore,19,Silver
C294,Varun Iyer,Kolkata,18,Regular
C295,Varun Joshi,Bangalore,46,Regular
C296,Rishabh Iyer,Mumbai,26,Gold
C297,Sneha Patel,Kolkata,51,Regular
C298,Kiara Singh,Pune,36,Regular
C299,Aditya Sharma,Mumbai,35,Silver
C300,Rahul Sharma,Hyderabad,52,Regular
C301,Riya Malhotra,Delhi,22,Silver
C302,Anjali Nair,Mumbai,61,Regular
C303,Karan Singh,Ahmedabad,53,Silver
C304,Siddharth Reddy,Bangalore,36,Regular
C305,Nisha Verma,Indore,63,Platinum
C306,Sneha Joshi,Pune,53,Regular
C307,Tara Verma,Bhopal,42,Silver
C308,Rishabh Das,Hyderabad,27,Regular
C309,Nisha Singh,Chennai,39,Platinum
C310,Varun Kapoor,Pune,41,Regular
C311,Kiara Patel,Delhi,28,Platinum
C312,Rohan Singh,Mumbai,23,Gold
C313,Rohan Gupta,Bangalore,56,Silver
C314,Rohan Verma,Delhi,50,Regular
C315,Sneha Kapoor,Indore,19,Regular
C316,Rishabh Sharma,Ahmedabad,31,Regular
C317,Amit Choudhary,Indore,33,Regular
C318,Siddharth Kapoor,Chennai,43,Gold
C319,Neha Kumar,Ahmedabad,52,Regular
C320,Nisha Choudhary,Mumbai,18,Regular
C321,Arjun Reddy,Delhi,36,Regular
C322,Karan Joshi,Indore,52,Regular
C323,Amit Verma,Ahmedabad,58,Regular
C324,Rishabh Das,Indore,53,Regular
C325,Kiara Verma,Bangalore,45,Regular
C326,Siddharth Malhotra,Kolkata,53,Regular
C327,Rohan Gupta,Bangalore,37,Platinum
C328,Karan Malhotra,Kolkata,55,Regular
C329,Siddharth Kapoor,Hyderabad,27,Regular
C330,Priya Reddy,Hyderabad,26,Regular
C331,Tara Bhat,Bangalore,30,Platinum
C332,Arjun Patel,Kolkata,30,Regular
C333,Siddharth Patel,Ahmedabad,51,Regular
C334,Amit Iyer,Ahmedabad,18,Silver
C335,Siddharth Malhotra,Bhopal,21,Silver
C336,Nisha Sharma,Indore,35,Platinum
C337,Karan Bhat,Delhi,22,Regular
C338,Priya Sharma,Bhopal,35,Regular
C339,Meera Malhotra,Pune,59,Gold
C340,Aditya Singh,Mumbai,36,Regular
C341,Arjun Nair,Delhi,61,Regular
C342,Priya Patel,Bhopal,19,Regular
C343,Neha Bhat,Indore,26,Platinum
C344,Aditya Das,Mumbai,50,Regular
C345,Pooja Kapoor,Indore,64,Regular
C346,Arjun Singh,Indore,47,Regular
C347,Aditya Choudhary,Chennai,55,Regular
C348,Kiara Choudhary,Pune,39,Silver
C349,Pooja Iyer,Bangalore,37,Regular
C350,Pooja Gupta,Chennai,25,Regular
C351,Meera Sharma,Pune,23,Platinum
C352,Tara Sharma,Kolkata,60,Regular
C353,Anjali Bhat,Delhi,42,Silver
C354,Rishabh Patel,Chennai,30,Regular
C355,Rahul Das,Mumbai,55,Regular
C356,Priya Verma,Chennai,61,Silver
C357,Sneha Reddy,Delhi,27,Regular
C358,Rahul Iyer,Chennai,54,Gold
C359,Karan Malhotra,Indore,35,Platinum
C360,Meera Das,Delhi,32,Silver
C361,Nisha Kapoor,Bhopal,52,Regular
C362,Sneha Iyer,Pune,40,Regular
C363,Sneha Joshi,Kolkata,65,Regular
C364,Pooja Nair,Delhi,62,Silver
C365,Varun Sharma,Chennai,47,Silver
C366,Varun Bhat,Hyderabad,45,Regular
C367,Arjun Nair,Hyderabad,42,Regular
C368,Rahul Bhat,Mumbai,27,Regular
C369,Neha Kumar,Bangalore,49,Silver
C370,Rahul Kumar,Delhi,40,Regular
C371,Nisha Bhat,Indore,28,Regular
C372,Rishabh Verma,Mumbai,40,Regular
C373,Nisha Kapoor,Indore,35,Regular
C374,Meera Verma,Ahmedabad,33,Regular
C375,Arjun Verma,Ahmedabad,53,Silver
C376,Pooja Choudhary,Pune,56,Regular
C377,Pooja Patel,Kolkata,41,Regular
C378,Karan Reddy,Mumbai,41,Silver
C379,Amit Reddy,Bhopal,61,Silver
C380,Arjun Das,Pune,23,Silver
C381,Varun Choudhary,Delhi,26,Regular
C382,Pooja Bhat,Ahmedabad,61,Regular
C383,Vikram Iyer,Kolkata,22,Regular
C384,Siddharth Singh,Ahmedabad,33,Regular
C385,Kiara Malhotra,Bhopal,42,Regular
C386,Tara Verma,Chennai,48,Platinum
C387,Anjali Bhat,Delhi,56,Silver
C388,Meera Joshi,Mumbai,32,Regular
C389,Varun Malhotra,Hyderabad,30,Silver
C390,Siddharth Das,Indore,37,Regular
C391,Aditya Iyer,Pune,50,Regular
C392,Anjali Malhotra,Chennai,32,Regular
C393,Karan Nair,Bhopal,47,Regular
C394,Sneha Iyer,Kolkata,53,Gold
C395,Tara Malhotra,Chennai,29,Regular
C396,Meera Nair,Hyderabad,28,Regular
C397,Anjali Kapoor,Delhi,35,Silver
C398,Neha Gupta,Bhopal,21,Gold
C399,Anjali Bhat,Indore,26,Regular
C400,Nisha Reddy,Bangalore,33,Platinum
C401,Aditya Iyer,Delhi,27,Gold
C402,Varun Reddy,Delhi,60,Regular
C403,Tara Kapoor,Bangalore,30,Regular
C404,Tara Gupta,Bangalore,48,Silver
C405,Aditya Joshi,Chennai,58,Silver
C406,Varun Malhotra,Pune,30,Platinum
C407,Priya Gupta,Mumbai,53,Gold
C408,Arjun Sharma,Pune,21,Silver
C409,Priya Reddy,Hyderabad,18,Regular
C410,Vikram Malhotra,Mumbai,34,Regular
C411,Aditya Kumar,Bangalore,20,Gold
C412,Tara Reddy,Pune,40,Gold
C413,Kiara Patel,Delhi,65,Regular
C414,Riya Kumar,Bangalore,45,Silver
C415,Rishabh Nair,Hyderabad,48,Platinum
C416,Rishabh Gupta,Bhopal,21,Silver
C417,Siddharth Kapoor,Bhopal,30,Gold
C418,Aditya Singh,Hyderabad,56,Regular
C419,Karan Bhat,Indore,45,Gold
C420,Meera Reddy,Indore,55,Regular
C421,Pooja Singh,Bangalore,41,Regular
C422,Sneha Sharma,Delhi,56,Regular
C423,Nisha Verma,Indore,45,Regular
C424,Pooja Sharma,Mumbai,27,Platinum
C425,Rohan Sharma,Pune,40,Silver
C426,Sneha Choudhary,Bangalore,20,Regular
C427,Anjali Choudhary,Kolkata,37,Regular
C428,Rishabh Sharma,Bangalore,59,Gold
C429,Vikram Das,Bhopal,65,Gold
C430,Varun Kumar,Kolkata,31,Silver
C431,Rahul Kapoor,Bhopal,58,Silver
C432,Kiara Das,Ahmedabad,60,Silver
C433,Vikram Gupta,Kolkata,19,Gold
C434,Riya Sharma,Hyderabad,47,Gold
C435,Varun Iyer,Mumbai,24,Silver
C436,Amit Choudhary,Bangalore,33,Regular
C437,Amit Joshi,Bhopal,20,Gold
C438,Meera Kapoor,Delhi,29,Gold
C439,Siddharth Kapoor,Delhi,39,Silver
C440,Aditya Gupta,Ahmedabad,20,Regular
C441,Priya Iyer,Delhi,34,Silver
C442,Rahul Singh,Delhi,28,Gold
C443,Pooja Das,Indore,49,Regular
C444,Nisha Joshi,Bangalore,46,Regular
C445,Rahul Malhotra,Bhopal,20,Regular
C446,Vikram Malhotra,Hyderabad,35,Regular
C447,Pooja Kapoor,Hyderabad,54,Regular
C448,Nisha Gupta,Ahmedabad,39,Regular
C449,Varun Bhat,Kolkata,19,Gold
C450,Meera Singh,Pune,44,Silver
C451,Rahul Sharma,Chennai,22,Regular
C452,Rohan Singh,Delhi,27,Silver
C453,Aditya Kapoor,Mumbai,29,Regular
C454,Amit Choudhary,Pune,59,Regular
C455,Karan Kapoor,Bangalore,22,Platinum
C456,Neha Iyer,Pune,51,Silver
C457,Nisha Malhotra,Delhi,65,Gold
C458,Siddharth Nair,Pune,41,Regular
C459,Aditya Malhotra,Mumbai,44,Regular
C460,Meera Reddy,Pune,24,Regular
C461,Riya Bhat,Bangalore,61,Regular
C462,Kiara Choudhary,Mumbai,22,Regular
C463,Arjun Malhotra,Pune,32,Regular
C464,Tara Patel,Hyderabad,30,Regular
C465,Amit Reddy,Mumbai,20,Regular
C466,Nisha Patel,Chennai,58,Silver
C467,Anjali Malhotra,Mumbai,44,Gold
C468,Nisha Das,Bangalore,61,Regular
C469,Sneha Choudhary,Indore,21,Regular
C470,Pooja Choudhary,Mumbai,23,Silver
C471,Sneha Iyer,Mumbai,44,Silver
C472,Nisha Singh,Hyderabad,37,Regular
C473,Rishabh Patel,Kolkata,36,Regular
C474,Varun Joshi,Mumbai,38,Regular
C475,Meera Malhotra,Mumbai,34,Regular
C476,Sneha Choudhary,Bhopal,19,Regular
C477,Rishabh Reddy,Kolkata,24,Regular
C478,Riya Malhotra,Kolkata,19,Gold
C479,Neha Patel,Hyderabad,47,Silver
C480,Sneha Kumar,Delhi,36,Platinum
C481,Karan Malhotra,Indore,38,Silver
C482,Rohan Sharma,Hyderabad,61,Regular
C483,Vikram Iyer,Delhi,49,Silver
C484,Rahul Nair,Indore,57,Regular
C485,Meera Reddy,Delhi,24,Platinum
C486,Rohan Sharma,Chennai,24,Silver
C487,Vikram Kumar,Delhi,40,Regular
C488,Tara Bhat,Bhopal,60,Silver
C489,Priya Sharma,Delhi,39,Platinum
C490,Sneha Iyer,Hyderabad,18,Platinum
C491,Priya Verma,Indore,54,Regular
C492,Meera Patel,Hyderabad,45,Platinum
C493,Priya Reddy,Hyderabad,64,Platinum
C494,Siddharth Gupta,Kolkata,30,Silver
C495,Kiara Malhotra,Mumbai,57,Silver
C496,Kiara Iyer,Bhopal,59,Regular
C497,Varun Nair,Ahmedabad,54,Silver
C498,Sneha Malhotra,Pune,34,Silver
C499,Rohan Joshi,Pune,44,Regular
C500,Rishabh Malhotra,Bhopal,52,Regular
C501,Tara Choudhary,Hyderabad,48,Regular
C502,Pooja Kapoor,Delhi,36,Platinum
C503,Pooja Nair,Pune,19,Regular
C504,Pooja Gupta,Delhi,61,Regular
C505,Tara Kapoor,Bangalore,23,Silver
C506,Priya Sharma,Mumbai,22,Platinum
C507,Siddharth Reddy,Chennai,26,Regular
C508,Amit Iyer,Chennai,53,Platinum
C509,Rohan Malhotra,Bhopal,49,Regular
C510,Pooja Kapoor,Chennai,31,Regular
C511,Pooja Sharma,Ahmedabad,57,Gold
C512,Meera Joshi,Indore,40,Regular
C513,Siddharth Gupta,Mumbai,37,Silver
C514,Anjali Nair,Delhi,26,Regular
C515,Siddharth Iyer,Indore,21,Gold
C516,Amit Singh,Bangalore,23,Regular
C517,Amit Reddy,Chennai,61,Platinum
C518,Aditya Reddy,Hyderabad,39,Regular
C519,Pooja Iyer,Ahmedabad,61,Silver
C520,Varun Iyer,Bangalore,22,Silver
C521,Tara Verma,Pune,59,Gold
C522,Anjali Patel,Kolkata,42,Silver
C523,Rishabh Kapoor,Pune,46,Regular
C524,Rohan Sharma,Pune,65,Silver
C525,Meera Gupta,Bangalore,53,Regular
C526,Rohan Kapoor,Delhi,35,Regular
C527,Rahul Nair,Mumbai,25,Regular
C528,Riya Joshi,Bhopal,61,Silver
C529,Arjun Reddy,Kolkata,65,Regular
C530,Amit Verma,Ahmedabad,33,Gold
C531,Vikram Choudhary,Chennai,51,Regular
C532,Riya Kumar,Bhopal,53,Regular
C533,Rahul Gupta,Bangalore,24,Regular
C534,Karan Verma,Bangalore,55,Silver
C535,Priya Sharma,Pune,19,Platinum
C536,Nisha Kumar,Bhopal,57,Platinum
C537,Siddharth Gupta,Ahmedabad,24,Gold
C538,Pooja Bhat,Pune,47,Regular
C539,Karan Das,Bangalore,54,Gold
C540,Meera Das,Delhi,64,Regular
C541,Neha Sharma,Bhopal,60,Regular
C542,Kiara Kapoor,Bhopal,33,Silver
C543,Amit Das,Chennai,53,Gold
C544,Rishabh Kapoor,Pune,19,Regular
C545,Nisha Das,Bhopal,26,Regular
C546,Amit Das,Bangalore,24,Regular
C547,Varun Bhat,Chennai,21,Regular
C548,Vikram Verma,Chennai,32,Regular
C549,Priya Malhotra,Kolkata,28,Regular
C550,Amit Kapoor,Chennai,54,Silver
C551,Rohan Gupta,Mumbai,23,Silver
C552,Nisha Joshi,Indore,18,Regular
C553,Rishabh Iyer,Ahmedabad,47,Silver
C554,Rohan Kapoor,Hyderabad,50,Silver
C555,Anjali Gupta,Mumbai,37,Silver
C556,Tara Bhat,Indore,31,Regular
C557,Riya Das,Indore,63,Platinum
C558,Karan Sharma,Bangalore,40,Silver
C559,Pooja Joshi,Bhopal,27,Silver
C560,Nisha Verma,Mumbai,35,Silver
C561,Neha Verma,Bangalore,57,Regular
C562,Rishabh Das,Bhopal,32,Gold
C563,Anjali Verma,Kolkata,41,Silver
C564,Amit Verma,Pune,22,Regular
C565,Nisha Sharma,Bangalore,53,Regular
C566,Meera Verma,Indore,29,Gold
C567,Aditya Kumar,Chennai,39,Gold
C568,Riya Patel,Bhopal,18,Silver
C569,Anjali Joshi,Mumbai,48,Regular
C570,Aditya Iyer,Hyderabad,44,Platinum
C571,Kiara Verma,Pune,21,Regular
C572,Tara Bhat,Pune,54,Regular
C573,Siddharth Bhat,Ahmedabad,42,Silver
C574,Varun Singh,Indore,38,Regular
C575,Rishabh Das,Chennai,42,Regular
C576,Riya Malhotra,Chennai,34,Regular
C577,Aditya Kapoor,Bangalore,57,Gold
C578,Rishabh Patel,Kolkata,59,Gold
C579,Sneha Patel,Kolkata,29,Regular
C580,Tara Reddy,Delhi,54,Regular
C581,Sneha Kapoor,Bhopal,30,Platinum
C582,Rohan Nair,Mumbai,64,Gold
C583,Rishabh Malhotra,Kolkata,60,Silver
C584,Varun Singh,Chennai,55,Regular
C585,Anjali Malhotra,Kolkata,22,Platinum
C586,Riya Choudhary,Mumbai,64,Regular
C587,Rohan Kapoor,Bhopal,42,Silver
C588,Priya Singh,Bhopal,43,Regular
C589,Arjun Malhotra,Indore,44,Regular
C590,Nisha Joshi,Bangalore,51,Silver
C591,Siddharth Kumar,Bangalore,62,Regular
C592,Nisha Gupta,Chennai,33,Gold
C593,Siddharth Kapoor,Pune,58,Regular
C594,Anjali Joshi,Bangalore,41,Regular
C595,Siddharth Sharma,Indore,35,Platinum
C596,Neha Joshi,Mumbai,43,Regular
C597,Meera Bhat,Kolkata,49,Platinum
C598,Aditya Patel,Ahmedabad,64,Regular
C599,Tara Reddy,Indore,48,Gold
C600,Priya Sharma,Bangalore,48,Regular
C601,Riya Bhat,Delhi,21,Regular
C602,Rohan Sharma,Hyderabad,39,Gold
C603,Meera Patel,Mumbai,38,Gold
C604,Varun Singh,Ahmedabad,40,Regular
C605,Arjun Verma,Pune,38,Silver
C606,Karan Verma,Chennai,64,Silver
C607,Rishabh Reddy,Bangalore,58,Silver
C608,Meera Choudhary,Bangalore,55,Regular
C609,Pooja Sharma,Bhopal,55,Regular
C610,Nisha Iyer,Kolkata,65,Regular
C611,Arjun Patel,Mumbai,24,Regular
C612,Priya Joshi,Pune,33,Regular
C613,Arjun Verma,Chennai,44,Regular
C614,Kiara Iyer,Bangalore,29,Silver
C615,Rishabh Joshi,Pune,62,Regular
C616,Siddharth Reddy,Kolkata,50,Silver
C617,Rishabh Kapoor,Hyderabad,57,Gold
C618,Priya Kumar,Chennai,53,Silver
C619,Neha Iyer,Pune,59,Silver
C620,Riya Reddy,Hyderabad,63,Regular
C621,Sneha Malhotra,Kolkata,43,Silver
C622,Kiara Bhat,Indore,45,Regular
C623,Aditya Verma,Chennai,41,Silver
C624,Aditya Joshi,Bhopal,44,Regular
C625,Siddharth Bhat,Bangalore,31,Regular
C626,Vikram Das,Ahmedabad,39,Silver
C627,Anjali Joshi,Bhopal,29,Regular
C628,Nisha Iyer,Kolkata,56,Regular
C629,Karan Das,Chennai,24,Silver
C630,Rohan Kumar,Kolkata,63,Regular
C631,Amit Nair,Bhopal,57,Platinum
C632,Siddharth Joshi,Hyderabad,55,Regular
C633,Pooja Das,Bangalore,58,Regular
C634,Rahul Joshi,Ahmedabad,45,Regular
C635,Meera Gupta,Ahmedabad,62,Gold
C636,Sneha Choudhary,Mumbai,65,Gold
C637,Anjali Joshi,Chennai,57,Gold
C638,Tara Choudhary,Delhi,55,Silver
C639,Aditya Kumar,Delhi,39,Regular
C640,Vikram Kapoor,Mumbai,60,Gold
C641,Meera Das,Hyderabad,34,Regular
C642,Nisha Joshi,Bangalore,45,Regular
C643,Anjali Bhat,Pune,61,Regular
C644,Nisha Patel,Delhi,28,Regular
C645,Rishabh Nair,Ahmedabad,52,Regular
C646,Rohan Gupta,Bangalore,47,Regular
C647,Karan Sharma,Chennai,56,Gold
C648,Tara Verma,Mumbai,35,Regular
C649,Rahul Kumar,Mumbai,41,Regular
C650,Neha Reddy,Delhi,54,Gold
C651,Tara Nair,Ahmedabad,60,Gold
C652,Varun Kumar,Kolkata,52,Regular
C653,Kiara Kapoor,Pune,19,Regular
C654,Rohan Das,Bangalore,47,Regular
C655,Vikram Patel,Chennai,57,Gold
C656,Karan Singh,Kolkata,19,Regular
C657,Tara Patel,Kolkata,48,Regular
C658,Rahul Nair,Pune,38,Silver
C659,Meera Gupta,Kolkata,51,Regular
C660,Rishabh Verma,Mumbai,48,Regular
C661,Varun Bhat,Kolkata,45,Regular
C662,Rohan Bhat,Kolkata,27,Silver
C663,Anjali Reddy,Delhi,56,Platinum
C664,Nisha Kumar,Bhopal,48,Regular
C665,Pooja Sharma,Kolkata,65,Regular
C666,Rahul Kumar,Pune,57,Platinum
C667,Sneha Malhotra,Bangalore,33,Regular
C668,Rohan Patel,Pune,46,Gold
C669,Amit Malhotra,Bangalore,45,Regular
C670,Aditya Patel,Indore,48,Silver
C671,Rohan Nair,Delhi,23,Regular
C672,Kiara Singh,Mumbai,18,Silver
C673,Priya Reddy,Bhopal,32,Silver
C674,Riya Joshi,Ahmedabad,53,Gold
C675,Siddharth Kumar,Bangalore,22,Regular
C676,Anjali Sharma,Bhopal,53,Silver
C677,Rishabh Sharma,Hyderabad,41,Gold
C678,Riya Sharma,Indore,64,Gold
C679,Nisha Choudhary,Bhopal,48,Platinum
C680,Meera Patel,Chennai,42,Regular
C681,Vikram Iyer,Indore,31,Regular
C682,Vikram Das,Ahmedabad,48,Regular
C683,Karan Das,Kolkata,37,Gold
C684,Aditya Iyer,Chennai,58,Gold
C685,Sneha Sharma,Bhopal,29,Silver
C686,Karan Joshi,Mumbai,53,Gold
C687,Karan Kumar,Delhi,41,Gold
C688,Neha Bhat,Indore,53,Regular
C689,Pooja Joshi,Mumbai,39,Regular
C690,Tara Patel,Pune,58,Regular
C691,Tara Kapoor,Bangalore,45,Regular
C692,Rohan Singh,Indore,51,Regular
C693,Arjun Kapoor,Mumbai,52,Silver
C694,Kiara Das,Kolkata,53,Silver
C695,Siddharth Sharma,Bhopal,65,Regular
C696,Meera Patel,Kolkata,61,Regular
C697,Neha Singh,Delhi,56,Gold
C698,Tara Choudhary,Hyderabad,57,Gold
C699,Tara Reddy,Kolkata,49,Regular
C700,Riya Gupta,Mumbai,62,Regular
C701,Arjun Kumar,Indore,29,Gold
C702,Anjali Nair,Mumbai,60,Regular
C703,Tara Iyer,Ahmedabad,23,Regular
C704,Rishabh Singh,Kolkata,61,Regular
C705,Rahul Kapoor,Hyderabad,34,Silver
C706,Pooja Joshi,Delhi,21,Regular
C707,Neha Choudhary,Chennai,22,Silver
C708,Karan Kapoor,Indore,25,Silver
C709,Amit Choudhary,Chennai,64,Gold
C710,Sneha Nair,Mumbai,62,Regular
C711,Amit Malhotra,Pune,35,Regular
C712,Pooja Bhat,Mumbai,18,Regular
C713,Rohan Bhat,Kolkata,28,Silver
C714,Tara Joshi,Delhi,59,Regular
C715,Kiara Singh,Mumbai,28,Silver
C716,Siddharth Joshi,Indore,48,Platinum
C717,Rishabh Kumar,Indore,45,Silver
C718,Meera Verma,Indore,64,Regular
C719,Nisha Patel,Indore,38,Regular
C720,Meera Reddy,Delhi,63,Silver
C721,Karan Singh,Ahmedabad,22,Silver
C722,Rishabh Verma,Hyderabad,61,Regular
C723,Priya Gupta,Bangalore,34,Silver
C724,Sneha Iyer,Mumbai,49,Platinum
C725,Tara Sharma,Mumbai,21,Silver
C726,Neha Kapoor,Indore,24,Regular
C727,Meera Joshi,Chennai,19,Silver
C728,Aditya Kapoor,Delhi,50,Silver
C729,Nisha Kumar,Mumbai,63,Regular
C730,Pooja Gupta,Chennai,59,Regular
C731,Meera Gupta,Bangalore,38,Regular
C732,Karan Bhat,Delhi,43,Regular
C733,Arjun Malhotra,Mumbai,58,Regular
C734,Amit Nair,Kolkata,41,Silver
C735,Arjun Das,Hyderabad,28,Regular
C736,Priya Gupta,Mumbai,30,Regular
C737,Anjali Kumar,Pune,40,Regular
C738,Pooja Iyer,Indore,24,Regular
C739,Pooja Kumar,Kolkata,21,Regular
C740,Kiara Patel,Chennai,21,Regular
C741,Siddharth Nair,Bhopal,51,Regular
C742,Aditya Choudhary,Bangalore,32,Regular
C743,Amit Reddy,Indore,55,Regular
C744,Tara Patel,Pune,48,Gold
C745,Rohan Gupta,Delhi,45,Platinum
C746,Nisha Joshi,Indore,63,Silver
C747,Rohan Malhotra,Mumbai,54,Silver
C748,Varun Patel,Ahmedabad,34,Regular
C749,Amit Sharma,Mumbai,59,Gold
C750,Pooja Iyer,Delhi,64,Regular
C751,Kiara Das,Kolkata,23,Platinum
C752,Neha Kumar,Mumbai,49,Regular
C753,Kiara Patel,Mumbai,37,Silver
C754,Aditya Bhat,Hyderabad,59,Regular
C755,Varun Sharma,Chennai,44,Silver
C756,Siddharth Choudhary,Ahmedabad,64,Silver
C757,Meera Bhat,Kolkata,53,Silver
C758,Nisha Patel,Hyderabad,38,Silver
C759,Tara Singh,Chennai,58,Regular
C760,Anjali Singh,Hyderabad,56,Gold
C761,Nisha Das,Ahmedabad,52,Regular
C762,Tara Joshi,Hyderabad,48,Platinum
C763,Aditya Malhotra,Delhi,48,Gold
C764,Sneha Iyer,Pune,59,Regular
C765,Siddharth Verma,Chennai,19,Regular
C766,Neha Kapoor,Chennai,48,Regular
C767,Nisha Choudhary,Indore,42,Gold
C768,Priya Kapoor,Indore,62,Regular
C769,Meera Reddy,Indore,54,Regular
C770,Varun Malhotra,Indore,34,Silver
C771,Neha Gupta,Bangalore,52,Silver
C772,Nisha Iyer,Bangalore,43,Regular
C773,Tara Bhat,Mumbai,35,Platinum
C774,Aditya Iyer,Pune,27,Gold
C775,Amit Bhat,Bhopal,24,Gold
C776,Nisha Patel,Kolkata,38,Regular
C777,Pooja Malhotra,Kolkata,47,Regular
C778,Sneha Sharma,Hyderabad,60,Silver
C779,Tara Nair,Bangalore,39,Silver
C780,Kiara Gupta,Indore,24,Gold
C781,Pooja Sharma,Bangalore,40,Regular
C782,Amit Bhat,Bangalore,24,Regular
C783,Amit Malhotra,Hyderabad,32,Regular
C784,Siddharth Bhat,Chennai,47,Regular
C785,Pooja Patel,Hyderabad,28,Platinum
C786,Rohan Das,Chennai,41,Silver
C787,Tara Kumar,Bangalore,46,Silver
C788,Nisha Singh,Indore,65,Regular
C789,Nisha Sharma,Indore,22,Regular
C790,Nisha Sharma,Bhopal,52,Regular
C791,Riya Gupta,Ahmedabad,22,Silver
C792,Rahul Malhotra,Bangalore,22,Regular
C793,Amit Singh,Pune,25,Regular
C794,Neha Malhotra,Pune,53,Gold
C795,Tara Nair,Delhi,54,Silver
C796,Priya Reddy,Pune,59,Gold
C797,Nisha Sharma,Delhi,20,Platinum
C798,Amit Choudhary,Chennai,50,Silver
C799,Meera Nair,Hyderabad,64,Regular
C800,Karan Singh,Bhopal,47,Regular
